name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Most People (with Lukas Graham),Most People (with Lukas Graham),R3HAB,3qGzO7CnDHKRT7KrR2JPFJ,2021-11-19,59,141052,0.748,0.0458,0.793,0,0.0955,0.592,-4.633,0.108,114.054,11,4,happy
Watermelon Sugar,Fine Line,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,2019-12-13,90,174000,0.548,0.122,0.816,0,0.335,0.557,-4.209,0.0465,95.39,0,4,happy
Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),Camila Cabello,0QBzMgT7NIeoCYy3sJCof1,2022-03-04,88,206070,0.756,0.182,0.697,0,0.333,0.956,-6.377,0.0401,94.996,8,4,happy
Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,2021-05-20,80,183725,0.595,0.216,0.784,0,0.0608,0.479,-4.878,0.102,124.111,1,4,happy
A-O-K,A-O-K,Tai Verdes,4CbrNGvwVjneG8Nk9YQqMR,2021-05-06,4,173640,0.731,0.125,0.626,0,0.183,0.862,-6.919,0.0805,82.488,11,4,happy
Missing Piece,Missing Piece,Vance Joy,5YqdiryRmdAzYFlxo43hAJ,2021-05-19,71,217408,0.628,0.0155,0.877,5.97e-06,0.113,0.721,-4.205,0.046,101.992,0,4,happy
Another Life (feat. FLETCHER & Josh Golden),Another Life,Surf Mesa,3ng7epefERNazaZkkbwLdq,2021-08-27,68,162954,0.648,0.0198,0.724,0,0.15,0.382,-5.189,0.0263,125.014,0,4,happy
Price Tag,Who You Are (Platinum Edition),Jessie J,2fTsFCKRFQ5M0igJgabnLA,2011-01-01,76,223053,0.636,0.0294,0.831,3.85e-06,0.272,0.668,-3.945,0.182,175.015,5,4,happy
Higher Love,Golden Hour,Kygo,1kKYjjfNYxE0YYgLa7vgVY,2020-05-29,71,228267,0.693,0.0151,0.678,5.71e-06,0.101,0.404,-7.159,0.0324,103.952,8,4,happy
Come Back Down,Come Back Down,Talia Keys,5TiLs9x1VjxxE3rwP3HdL2,2022-03-11,33,252866,0.471,0.00816,0.799,0.0044,0.111,0.65,-7.695,0.0898,133.938,1,4,happy
Last Friday Night (T.G.I.F.),Teenage Dream,Katy Perry,3oHNJECGN3bBoGXejlw2b1,2010-08-24,74,230733,0.652,0.00125,0.812,3.01e-05,0.667,0.72,-3.797,0.0409,126.023,3,4,happy
Die Young,Warrior (Expanded Edition),Kesha,7EQGXaVSyEDsCWKmUcfpLk,2012-11-30,78,211920,0.711,0.00498,0.7,0.000125,0.215,0.801,-4.805,0.046,128.001,1,4,happy
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),I,Felix Jaehn,3c8iiZGfEammKJuWTErE5x,2018-02-16,73,186146,0.778,0.672,0.566,0.000197,0.0698,0.479,-6.959,0.0311,117.971,2,4,happy
Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello,4qu63nuBpdn0qHUHuObEj1,2021-05-21,86,154983,0.721,0.00226,0.738,4.41e-06,0.118,0.637,-4.77,0.0403,119.976,7,4,happy
THATS WHAT I WANT,MONTERO,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,2021-09-17,87,143901,0.737,0.00614,0.846,0,0.0486,0.546,-4.51,0.22,87.981,1,4,happy
More Than Friends,More Than Friends,24kGoldn,7f6CYOMT6sXv35ZTJRtXtA,2021-12-17,61,174645,0.592,0.0693,0.863,0,0.0835,0.716,-4.974,0.363,171.971,7,4,happy
BLESSED,BLESSED,Deazy,2W5NGtuMKSHnrXqNeu5eqa,2020-08-06,15,157011,0.837,0.0402,0.462,0,0.328,0.953,-11.885,0.312,85.007,11,4,happy
Stay Awake,FORΞVΞR,Don Diablo,4PFgSzFS2nUmsp3zBav15H,2021-09-10,0,161401,0.657,0.00577,0.727,4.88e-05,0.27,0.352,-6.26,0.0488,99.988,0,4,happy
You for Me,You for Me,Sigala,73QyyUMMvtNELmULI4FOsp,2021-07-02,74,175435,0.733,0.0481,0.886,1.81e-06,0.191,0.696,-1.856,0.0426,126.031,2,4,happy
I Got A Feeling,I Got A Feeling,Felix Jaehn,67khZBWjxlHg85xcwdySjS,2021-08-20,66,144136,0.6,0.0238,0.845,0,0.434,0.378,-3.695,0.042,125.027,2,4,happy
Follow Me,Follow Me,Sam Feldt,2Xy1UIVfOlukyye6Fd0wrI,2021-12-10,74,169672,0.673,0.083,0.729,0,0.1,0.675,-4.879,0.0496,122.023,6,4,happy
Fly Away,Fly Away,Tones And I,5ri4zqtWhG07hIuNNDWP76,2020-11-13,69,178156,0.806,0.217,0.513,0,0.217,0.503,-6.208,0.0685,124.988,4,4,happy
Butter,Butter,BTS,3VqeTFIvhxu3DIe4eZVzGq,2021-05-21,3,164441,0.759,0.00323,0.459,0,0.0906,0.695,-5.187,0.0948,109.997,8,4,happy
Remedy,Remedy,Leony,5wXpoS2j5VYb7V3nK66xDe,2022-01-14,50,147410,0.551,0.0561,0.75,0,0.128,0.383,-3.289,0.145,172.129,0,4,happy
Pepas,La 167,Farruko,2B4GHvToeLTOBB4QLzW3Ni,2021-10-01,75,287120,0.762,0.00776,0.766,6.98e-05,0.128,0.442,-3.955,0.0343,130.001,7,4,happy
Going Dumb,Going Dumb,Alesso,7arsXR8AtExnOFN3v3HiJI,2021-03-19,66,168601,0.834,0.0546,0.678,0.263,0.103,0.551,-6.242,0.0515,121.995,6,4,happy
Alive,Alive,Sunrise Pilot,7lcw7D4B55IQTJyNG5bsHq,2022-07-15,30,184921,0.449,0.00225,0.762,0,0.112,0.547,-6.99,0.0328,127.99,6,4,happy
My Universe,My Universe,Coldplay,3FeVmId7tL5YN8B7R3imoM,2021-09-24,85,228000,0.588,0.00813,0.701,0,0.2,0.443,-6.39,0.0402,104.988,9,4,happy
Todo De Ti,VICE VERSA,Rauw Alejandro,5RwV8BvLfX5injfqYodke9,2021-06-25,6,199604,0.78,0.302,0.719,0.000196,0.0931,0.336,-3.613,0.0506,127.962,3,4,happy
Shape of You,Shape of You,Sonic Scenario,7xeTeRZsJJBEo2MkIdzP5Z,2021-05-18,32,183050,0.723,0.0491,0.937,1.67e-06,0.0568,0.52,-3.512,0.0525,118.018,1,4,happy
Higher Love,Higher Love,Kygo,6oJ6le65B3SEqPwMRNXWjY,2019-06-28,77,228267,0.693,0.0151,0.678,5.71e-06,0.101,0.404,-7.159,0.0324,103.952,8,4,happy
Never Going Home,Never Going Home,Kungs,0xfMlIW8lS40qvpsUw1l0X,2021-05-21,74,169944,0.836,0.0907,0.846,0.047,0.057,0.942,-4.673,0.0392,122.042,0,4,happy
Sugar,V,Maroon 5,2iuZJX9X9P0GKaE93xcPjk,2014-09-02,81,235493,0.748,0.0591,0.788,0,0.0863,0.884,-7.055,0.0334,120.076,1,4,happy
Dandelion,Dandelion,Galantis,4NexTaCZZ7Ehnf03A6SVjt,2021-01-08,69,140011,0.8,0.158,0.66,0.02,0.14,0.634,-4.903,0.158,117.923,0,4,happy
Thelma + Louise,Thelma + Louise,Bastille,4UxATpWvXewD5EZUW01EeQ,2021-08-18,59,137476,0.766,0.0146,0.83,0,0.035,0.756,-3.335,0.1,121.948,9,4,happy
Under the Bed,Under the Bed,John Dog,4C1iSdSNpsvmLOzHbsHThr,2022-09-07,19,170000,0.77,0.249,0.674,0,0.164,0.535,-7.936,0.0547,119.956,0,4,happy
Shivers,Shivers,Ed Sheeran,75MNhvTCCKsST3YqqUiU9r,2021-09-13,78,207853,0.788,0.281,0.859,0,0.0424,0.822,-2.724,0.0856,141.02,2,4,happy
Electric Love,Dopamine,BØRNS,2GiJYvgVaD2HtM8GqD9EgQ,2015-10-16,83,218106,0.611,0.00543,0.797,0.00137,0.26,0.518,-7.627,0.0533,120.041,6,4,happy
Fireflies,Ocean Eyes,Owl City,3DamFFqW32WihKkTVlwTYQ,2009-01-01,79,228346,0.512,0.0275,0.662,0,0.118,0.472,-6.797,0.0439,180.114,3,4,happy
Sunny Day,Sunny Day,Hazelsoja,3qXETRYyTXHYROnRZ0bPpE,2022-08-03,32,175200,0.836,0.0731,0.787,8.58e-06,0.12,0.295,-7.158,0.0868,100.034,11,4,happy
Freedom,Freedom,Kygo,5Gj1wG8b12VQdEd3hUuSwo,2020-04-17,65,198635,0.715,0.127,0.635,0,0.0862,0.39,-6.591,0.0791,112.887,7,4,happy
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,2021-03-19,86,198081,0.677,0.321,0.696,0,0.42,0.464,-6.181,0.119,90.03,0,4,happy
Mirror,Mirror,Naómi,6wONImKceqxTax2XgLbRzp,2022-02-11,18,152621,0.705,0.0284,0.682,0.0213,0.0813,0.501,-7.371,0.03,103.006,11,4,happy
Cake By The Ocean,DNCE,DNCE,76hfruVvmfQbw0eYn1nmeC,2016-11-18,83,219146,0.774,0.152,0.753,0,0.0371,0.896,-5.446,0.0517,119.002,4,4,happy
Good Time,The Midsummer Station,Owl City,1kPpge9JDLpcj15qgrPbYX,2012-01-01,78,205933,0.56,0.0239,0.872,6.98e-06,0.371,0.682,-4.269,0.14,126.05,3,4,happy
Girlfriend,The Best Damn Thing (Expanded Edition),Avril Lavigne,45hOioMDJktr86iKDHC8gr,2007-04-17,76,216600,0.56,0.000722,0.959,0.000221,0.209,0.669,-2.433,0.102,163.983,7,4,happy
Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,3E7dfMvvCLUddWissuqMwr,2009-01-01,80,202066,0.652,0.00112,0.698,0.000115,0.0886,0.47,-4.667,0.042,96.021,10,4,happy
Real Life,Real Life,Derek Moss,1CjloVAzaDLPfGPSiAXKB6,2021-11-04,26,200950,0.761,0.237,0.536,6.57e-06,0.257,0.967,-12.475,0.0352,124.014,9,4,happy
Gimme! Gimme! Gimme! (A Man After Midnight),Voulez-Vous,ABBA,3vkQ5DAB1qQMYO4Mr9zJN6,1979,82,292613,0.749,0.02,0.491,0.00899,0.159,0.536,-9.655,0.0403,119.528,10,4,happy
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,2021-04-09,82,208866,0.762,0.235,0.701,0.000158,0.123,0.742,-3.541,0.0286,110.968,8,4,happy
OK Not To Be OK,OK Not To Be OK,Marshmello,0zzVTGyRrWpQu8Fr28NRAv,2020-09-10,76,159862,0.743,0.0172,0.837,0,0.0743,0.263,-5.025,0.0649,103.072,1,4,happy
Don't Be Shy,Don't Be Shy,Tiësto,0bI7K9Becu2dtXK1Q3cZNB,2021-08-12,84,140500,0.77,0.198,0.787,0,0.262,0.513,-3.748,0.0583,119.986,11,4,happy
Hola,Hola,Gioovanyc,0ecjBhv8lEzc8mxfsSYaJE,2022-08-19,17,192975,0.91,0.0241,0.505,6.51e-05,0.105,0.549,-4.182,0.134,92.023,8,4,happy
Dancing in the Moonlight,Dancing In The Moonlight: The Best Of Toploader,Toploader,1FHNctV68GUNLgXclG2DtR,2009-04-22,68,233373,0.639,0.0528,0.845,0,0.336,0.871,-3.333,0.0372,119.48,0,4,happy
What Makes You Beautiful,Up All Night,One Direction,3SPDQfj2UfWq6A2NllZnzn,2012-05-25,0,198053,0.729,0.00761,0.771,0,0.087,0.873,-2.451,0.0725,125.011,4,4,happy
Mr. Blue Sky,Out of the Blue,Electric Light Orchestra,2RlgNHKcydI9sayD2Df2xp,1977,81,303373,0.388,0.652,0.338,3.73e-06,0.248,0.478,-10.054,0.0329,177.765,10,4,happy
Riding Through The City (Slowed + Reverb),Riding Through The City (Slowed + Reverb),J Alive,2eCRCkBYQb4THBP0b08VOK,2022-09-16,28,207133,0.75,0.0918,0.66,0,0.138,0.59,-6.955,0.0363,97.938,1,4,happy
Adore You,Fine Line,Harry Styles,3jjujdWJ72nww5eGnfs2E7,2019-12-13,86,207133,0.676,0.0237,0.771,7e-06,0.102,0.569,-3.675,0.0483,99.048,8,4,happy
Shake It Off,1989 (Deluxe),Taylor Swift,0cqRj7pUJDkTCEsJkx8snD,2014-01-01,82,219200,0.647,0.0647,0.8,0,0.334,0.942,-5.384,0.165,160.078,7,4,happy
Dynamite,The Rokstarr Hits Collection,Taio Cruz,2CEgGE6aESpnmtfiZwYlbV,2010-01-01,81,202613,0.751,0.00379,0.783,0,0.036,0.816,-3.724,0.0859,119.975,4,4,happy
Shut Up and Dance,TALKING IS HARD (Expanded Edition),WALK THE MOON,0kzw2tRyuL9rzipi5ntlIy,2014-12-02,64,199080,0.578,0.00701,0.866,0,0.257,0.619,-3.804,0.0619,128.038,1,4,happy
Promises (with Sam Smith),Promises (with Sam Smith),Calvin Harris,5N5k9nd479b1xpDZ4usjrg,2018-08-17,77,213309,0.781,0.0119,0.768,4.91e-06,0.325,0.486,-5.991,0.0394,123.07,11,4,happy
One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris,7ef4DlsgrMEH11cDZd32M6,2018-04-06,90,214846,0.791,0.037,0.862,2.19e-05,0.0814,0.592,-3.24,0.11,123.994,9,4,happy
Best Is Yet To Come (with Kyle Reynolds),Best Is Yet To Come (with Kyle Reynolds),Gryffin,2gZwBmkSmsVfEPFWGuWTDk,2021-06-02,67,215201,0.569,0.0148,0.85,0,0.245,0.551,-3.914,0.0369,122.042,4,4,happy
Hope,Sick Boy,The Chainsmokers,4BiiOzZCrXEzHRLYcYFiD5,2018-12-14,65,180120,0.773,0.488,0.699,3.6e-06,0.0814,0.513,-5.982,0.0958,104.941,1,4,happy
Cheap Thrills,This Is Acting,Sia,27SdWb2rFzO6GWiYDBTD9j,2016-01-29,78,211666,0.628,0.0472,0.698,0.00143,0.0907,0.732,-5.608,0.105,89.976,6,4,happy
By Your Side (feat. Tom Grennan),By Your Side (feat. Tom Grennan),Calvin Harris,0vR2rIVORmgeKiGIgNT0fV,2021-06-04,75,189671,0.733,0.0514,0.96,0.00199,0.287,0.811,-3.597,0.0295,124.01,7,4,happy
My Heart Goes (La Di Da) (feat. Topic),My Heart Goes (La Di Da) (feat. Topic),Becky Hill,4xMbBESczlHPUO8QeYi56p,2021-08-24,76,148960,0.695,0.0185,0.781,3.12e-05,0.295,0.456,-5.578,0.0452,124.04,7,4,happy
Dancing Queen,Arrival,ABBA,0GjEhVFGZW8afUYGChu3Rr,1976,84,230400,0.543,0.358,0.87,0.000939,0.792,0.754,-6.514,0.0428,100.804,9,4,happy
Lost My Anchor,Lost My Anchor,Waverland,6038ZERVKZ3zYzFsIHJ2QM,2022-08-19,17,184007,0.833,0.251,0.619,2.11e-06,0.193,0.66,-6.375,0.0393,131.005,10,4,happy
My Universe,Music Of The Spheres,Coldplay,46HNZY1i7O6jwTA7Slo2PI,2021-10-15,82,226198,0.573,0.0114,0.711,0,0.328,0.47,-6.268,0.0406,105.006,1,4,happy
Dynamite,BE,BTS,4saklk6nie3yiGePpBwUoc,2020-11-20,13,199053,0.746,0.0112,0.765,0,0.0936,0.737,-4.41,0.0993,114.044,6,4,happy
Lovely Day,Menagerie,Bill Withers,0bRXwKfigvpKZUurwqAlEh,1977-10-29,77,254560,0.692,0.292,0.651,0.00241,0.105,0.706,-8.267,0.0324,97.923,9,4,happy
Witness of Infinity,Witness of Infinity,Kit Pristine,2hO6Qw73YBYbqL7cPzmXtu,2022-09-27,6,169738,0.727,0.0766,0.756,8.48e-05,0.0785,0.822,-6.442,0.0343,139.919,7,4,happy
Only Wanna Be With You - Pokémon 25 Version,Only Wanna Be With You (Pokémon 25 Version),Post Malone,3SawmGBjjq8EOYZJV11cJm,2021-02-25,67,241360,0.47,0.00124,0.709,0.00121,0.302,0.247,-4.563,0.0299,98.036,7,4,happy
Firework,Teenage Dream,Katy Perry,1mXuMM6zjPgjL4asbBsgnt,2010-08-24,74,227893,0.638,0.141,0.832,0,0.113,0.648,-5.039,0.049,124.071,8,4,happy
Love Story (Taylor’s Version),Love Story (Taylor’s Version),Taylor Swift,3CeCwYWvdfXbZLXFhBrbnf,2021-02-12,75,235766,0.626,0.135,0.79,3.97e-06,0.0989,0.416,-4.302,0.0311,119.082,2,4,happy
September,The Eternal Dance,"Earth, Wind & Fire",5nNmj1cLH3r4aA4XDJ2bgY,1992-09-08,2,214826,0.697,0.114,0.809,0.000521,0.183,0.98,-8.197,0.0302,125.941,9,4,happy
Glitterball,Glitterball,Chargr,1x3gATiqRw7dbVYW79BgEm,2022-07-29,22,192000,0.689,0.0787,0.474,0.0013,0.271,0.803,-7.574,0.0292,109.999,11,4,happy
break my own heart,break my own heart,Zoe August,1SAMDvRdLBiOnG5rWlofCS,2022-07-08,17,228010,0.714,0.077,0.706,0,0.241,0.772,-8.521,0.0949,128.928,2,4,happy
Lovefool,100 Store 90'er Hits,Various Artists,61xSYTjAJuqGvSFvJzvyaV,2016-07-15,8,195981,0.63,0.00778,0.623,1.87e-05,0.15,0.919,-7.45,0.0268,111.809,9,4,happy
Only A Fool (with Pink Sweat$),Only A Fool (with Pink Sweat$),Galantis,4iWKQu7GcqRl1aVll2PD20,2020-05-29,56,166687,0.729,0.0451,0.619,0,0.0953,0.623,-6.155,0.0346,123.061,5,4,happy
24K Magic,24K Magic,Bruno Mars,6b8Be6ljOzmkOmFslEb23P,2016-11-17,80,225983,0.818,0.034,0.803,0,0.153,0.632,-4.282,0.0797,106.97,1,4,happy
Mírame,Mírame,Jose Tower,3fPK1RDR79oemKFBYjrBKm,2022-08-26,12,207711,0.702,0.0786,0.897,0,0.194,0.849,-4.076,0.031,129.994,11,4,happy
1901,Wolfgang Amadeus Phoenix,Phoenix,1mvyqSb1tOvtVP1qfWEyPa,2009,63,193120,0.607,0.0588,0.835,4.71e-05,0.195,0.719,-5.427,0.0415,144.087,0,4,happy
Smile,Smile,Katy Perry,59s3aMqR9uOzLIXAcgBCEm,2020-08-28,61,166898,0.783,0.0238,0.912,0,0.339,0.749,-3.713,0.243,98.025,0,4,happy
Gemini,Gemini,TaQsem,5XdbYtX9m0lgkjmRPYRjqg,2022-09-09,19,156290,0.79,0.184,0.722,0,0.071,0.387,-6.476,0.181,106.053,0,4,happy
Don't Start Now,Future Nostalgia,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,2020-03-27,82,183290,0.793,0.0123,0.793,0,0.0951,0.679,-4.521,0.083,123.95,11,4,happy
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Wellerman (Sea Shanty / 220 KID x Billen Ted Remix),Nathan Evans,3iw6V4LH7yPj1ESORX9RIN,2021-01-21,77,116750,0.722,0.0441,0.893,0.000937,0.0673,0.439,-3.255,0.0475,119.932,0,4,happy
Mood (feat. iann dior),El Dorado,24kGoldn,4jPy3l0RUwlUI9T5XHBW2m,2021-03-26,84,140533,0.701,0.174,0.716,0,0.324,0.732,-3.671,0.0361,91.007,7,4,happy
Three Little Birds,Exodus (Deluxe Edition),Bob Marley & The Wailers,6A9mKXlFRPMPem6ygQSt7z,1977-06-03,42,180266,0.814,0.0111,0.482,1.57e-06,0.0476,0.615,-10.493,0.0588,148.404,9,4,happy
Rockabye (feat. Sean Paul & Anne-Marie),What Is Love? (Deluxe Edition),Clean Bandit,2hrUO4drrO63i7FYbCLBl2,2018-11-30,72,251173,0.717,0.383,0.73,0,0.398,0.792,-4.729,0.0568,102.002,9,4,happy
Know Your Worth,Know Your Worth,Khalid,0TrPqhAMoaKUFLR7iYDokf,2020-02-04,71,181436,0.79,0.145,0.694,0.00252,0.281,0.508,-7.726,0.0708,103.007,9,4,happy
Your Body Is a Wonderland,Room For Squares,John Mayer,7vFv0yFGMJW3qVXbAd9BK9,2001-08-16,75,249626,0.647,0.0206,0.729,0.0489,0.134,0.687,-6.251,0.0236,94.01,5,4,happy
New Light,New Light,John Mayer,3bH4HzoZZFq8UpZmI2AMgV,2018-05-10,3,216014,0.828,0.325,0.689,0.0384,0.0808,0.853,-7.878,0.0326,123.931,7,4,happy
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,2020-07-03,80,166028,0.734,0.168,0.874,1.14e-05,0.0489,0.905,-3.158,0.0662,122.953,8,4,happy
Upside Down,Upside Down,Jack Johnson,0aJrYfARfCKzv6gXjhs4SZ,2006-02-24,73,209546,0.792,0.255,0.647,0.000223,0.132,0.694,-8.314,0.045,102.477,4,4,happy
Paradise (feat. Dermot Kennedy),Paradise,MEDUZA,6ft4hAq6yde8jPZY2i5zLr,2020-10-30,79,167903,0.632,0.0689,0.595,0,0.209,0.435,-7.644,0.0401,124.114,8,4,happy
Waiting On the World to Change,Continuum,John Mayer,5imShWWzwqfAJ9gXFpGAQh,2006-09-11,74,201173,0.578,0.157,0.756,0.000232,0.249,0.663,-5.82,0.115,176.739,2,4,happy
Lisztomania,Wolfgang Amadeus Phoenix,Phoenix,7zkDEBSxkcBVsStS4qBFpK,2009,65,241546,0.635,0.0349,0.786,0.00767,0.497,0.305,-6.46,0.0377,97.54,0,4,happy
Take a Walk,Gossamer,Passion Pit,4Sfa7hdVkqlM8UW5LsSY3F,2012-07-23,69,264493,0.566,0.0338,0.755,0,0.315,0.445,-5.526,0.0368,101.006,11,4,happy
Weekend Vibe,Weekend Vibe,Jubël,5c0lWlmIyCq7hzBhpZasYL,2021-01-15,65,166909,0.688,0.00912,0.742,1.37e-06,0.186,0.74,-6.363,0.0496,110.026,5,4,happy
What You Know,Tourist History,Two Door Cinema Club,4JHg4nNYUJQ5HULcCmI18R,2010-03-01,73,189693,0.549,0.000675,0.754,6.24e-06,0.0912,0.828,-4.011,0.0407,139.052,6,4,happy
Circles,Circles,Post Malone,4VginDwYTP2eaHJzO0QMjG,2019-08-30,0,214906,0.704,0.233,0.758,0.00144,0.0924,0.534,-3.537,0.0402,120.003,0,4,happy
Take You Dancing,Take You Dancing,Jason Derulo,59qrUpoplZxbIZxk6X0Bm3,2020-07-22,79,190306,0.789,0.0332,0.711,0,0.0876,0.753,-4.248,0.041,112.985,2,4,happy
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,4cG7HUWYHBV6R6tHn1gxrl,2021-01-15,83,169153,0.824,0.0076,0.862,0.000132,0.303,0.801,-3.424,0.126,122.98,2,4,happy
You Want More,You Want More,Monstrous,5ShdLniLqkoDkdYj75QZZs,2022-09-16,33,197756,0.823,0.312,0.253,0.904,0.107,0.368,-15.469,0.0463,126.755,0,4,happy
We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,1diS6nkxMQc3wwC4G1j0bh,2021-02-11,78,165506,0.722,0.0319,0.588,0,0.183,0.59,-5.932,0.0544,134.01,6,4,happy
Tongue Tied,Never Trust a Happy Song,Grouplove,0GO8y8jQk1PkHzS31d699N,2011-09-02,80,218013,0.56,0.00847,0.936,0,0.161,0.371,-5.835,0.0439,112.96,3,4,happy
Empty Saturdays,Whistling In The Wind,Charlie Blasberg,12msR8HwvwEH19g3GeEWJw,2022-10-04,10,165409,0.699,0.591,0.605,0,0.253,0.589,-8.114,0.163,96.03,6,4,happy
Feel It Still,Woodstock,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,2017-06-16,77,163253,0.801,0.0417,0.795,0.000113,0.0717,0.754,-5.115,0.0504,79.028,1,4,happy
Something Real,Something Real,Liz Cass,0H2QyBW6HWfLpxie5oaPFm,2022-09-22,27,197397,0.718,0.00896,0.868,0.000133,0.233,0.396,-5.998,0.039,122.002,2,4,happy
Feel Good Inc.,Demon Days,Gorillaz,0d28khcov6AiegSCpG5TuT,2005-05-23,85,222640,0.818,0.00836,0.705,0.00233,0.613,0.772,-6.679,0.177,138.559,6,4,happy
Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Summer Feelings (feat. Charlie Puth),Lennon Stella,49dFIRQCQxPWgoH0m38XQ5,2020-04-23,68,160289,0.696,0.262,0.686,0,0.174,0.7,-6.113,0.0309,115.982,5,4,happy
I Found You,I Found You,Cash Cash,3wYOGJYD31sLRmBgCvWxa4,2020-02-28,67,167307,0.646,0.0714,0.761,0,0.222,0.472,-2.557,0.0385,129.916,1,4,happy
Respect,Respect,Vince Way,1cwmozP2VYxZYC5M2XoKhm,2022-09-09,12,190842,0.944,0.0507,0.423,0.00049,0.0608,0.798,-5.9,0.0776,108.033,6,4,happy
Good Vibes,Good Vibes,HRVY,53kWAAfx7IopXRa31MQHB8,2020-09-04,72,170280,0.558,0.274,0.877,0,0.162,0.762,-3.392,0.145,99.988,10,4,happy
Lucky Me (feat. Great Good Fine Ok),Lucky Me (feat. Great Good Fine Ok),The Knocks,5BNBNU5w5f5IIw0Q1Z9Acq,2019-10-25,55,202125,0.716,0.00409,0.861,0.000222,0.157,0.358,-4.407,0.153,119.915,10,4,happy
A Moment In Time,A Moment In Time,Marcu$ Jarrett,3s2ifsqAgo51m5HHdX6RiY,2022-01-25,12,180800,0.402,0.124,0.67,0,0.0962,0.492,-7.727,0.0826,67.238,2,4,happy
Out of My League,More Than Just a Dream,Fitz and The Tantrums,2Z5wXgysowvzl0nKGNGU0t,2013-05-07,72,209386,0.545,0.0387,0.968,0.00325,0.331,0.527,-3.553,0.0853,169.965,9,4,happy
Sit Next to Me - Stereotypes Remix,Sit Next to Me (Stereotypes Remix),Foster The People,4v0CuFW0bEMBQ1gRn2mB3X,2018-02-23,55,190720,0.68,0.173,0.738,0.00036,0.37,0.675,-4.881,0.0331,105.015,6,4,happy
Dancing Song,In Search of Elusive Little Comets,Little Comets,6xZNyKGazh6xbAjSbplVlu,2011,45,149800,0.564,0.000151,0.872,0.000308,0.238,0.549,-8.116,0.106,148.137,9,4,happy
A-Punk,Vampire Weekend,Vampire Weekend,2DrGEaqoruCSn0FffWCf5O,2008-01-27,70,137760,0.551,0.0103,0.819,0.0437,0.153,0.846,-4.489,0.0525,174.917,2,4,happy
Summertime,Summertime,Jamal Davis,7sLDUqwQXTZuf4RegzpRMl,2022-09-20,18,190871,0.7,0.0427,0.548,0,0.305,0.305,-11.835,0.0436,121.979,9,4,happy
Splendidly,With Love,HARBOUR,5aZdCkdAUTFjzkRuCzmLyx,2015-08-04,0,200889,0.588,0.188,0.735,3.16e-06,0.114,0.706,-5.027,0.0328,106.054,0,4,happy
Valerie (feat. Amy Winehouse) - Version Revisited,Version,Mark Ronson,6kopmMZiyLmw7h66uXcXR7,2007-04-16,75,219413,0.699,0.00243,0.83,0.00024,0.0995,0.889,-4.898,0.0633,105.809,1,4,happy
Sleeping With A Friend,Pop Psychology,Neon Trees,6fFuOXIrVHUmSI8IM889wa,2014-01-01,47,228840,0.579,0.00209,0.888,7.73e-06,0.323,0.486,-4.255,0.036,107.037,2,4,happy
This Is Heaven,Spaceman,Nick Jonas,41bqjWvbH0bkuaNqbHy54l,2021-03-12,63,214623,0.646,0.0377,0.785,0,0.0897,0.52,-4.801,0.0545,100.911,2,4,happy
Honey In The Summer,Honey In The Summer,PUBLIC,69KERH8EU5P2VwxWlmOVcU,2020-05-08,54,200000,0.784,0.0192,0.589,8.35e-05,0.221,0.725,-7.546,0.0378,114.066,8,4,happy
happiness - Dyro Remix,happiness (Dyro Remix),John K,1GELM6kROxHwFJDJdp7qqy,2020-12-18,39,152526,0.79,0.00616,0.758,0,0.152,0.79,-4.286,0.221,117.82,11,4,happy
Dancing In The Moonlight (feat. NEIMY) - Tiësto Remix,Dancing In The Moonlight (feat. NEIMY) [Tiësto Remix],Jubël,3dgVBgrgHLzbhAYepa1V1V,2020-09-13,60,147146,0.679,0.213,0.619,0,0.105,0.497,-4.983,0.0528,124.944,9,4,happy
