,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
416,Something Just Like This,Memories...Do Not Open,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,2017-04-07,86,247160,0.617,0.0498,0.635,1.4400000000000001e-05,0.16399999999999998,0.446,-6.769,0.0317,103.01899999999999,11,4,happy
268,Another Life (feat. FLETCHER & Josh Golden),Another Life,Surf Mesa,3ng7epefERNazaZkkbwLdq,2021-08-27,68,162954,0.648,0.0198,0.7240000000000001,0.0,0.15,0.382,-5.189,0.0263,125.014,0,4,happy
206,Here,Know-It-All (Deluxe),Alessia Cara,664gdARxaClFsoF5SXKOws,2016-03-11,67,199453,0.376,0.0783,0.8220000000000001,0.0,0.0841,0.327,-3.9739999999999998,0.10400000000000001,120.493,0,4,angry
716,88,88,Daniël Tomàs,0gpSBtXhCUiVH2y0DBMFJ5,2022-03-29,35,261680,0.429,0.995,0.0484,0.9279999999999999,0.111,0.35,-25.267,0.0497,79.682,0,4,calm
789,Through Clouds,Through Clouds,Adrian Kuipers,2FiaLkA84tqOENo6RnpO6S,2021-06-25,24,156044,0.243,0.945,0.127,0.9179999999999999,0.109,0.0391,-24.256999999999998,0.040999999999999995,82.53299999999999,9,4,calm
133,drivers license,drivers license,Olivia Rodrigo,7lPN2DXiMsVn7XUKtOW1CS,2021-01-08,31,242013,0.585,0.721,0.436,1.31e-05,0.105,0.132,-8.761000000000001,0.0601,143.874,10,4,angry
728,Accent Grave,Hermetism,Joep Beving,6fPo3zKkLJHp5e2t4jWo8r,2022-04-08,33,385503,0.36,0.995,0.0168,0.9420000000000001,0.0831,0.0359,-32.912,0.038,79.191,10,4,calm
237,Melody,Melody,Sigala,6Owc2SuzwO3LW1SAODYK3l,2022-01-21,76,167142,0.63,0.0231,0.91,1.91e-06,0.125,0.525,-2.681,0.057999999999999996,123.01700000000001,10,4,happy
785,Elixir,Elixir,I TRAVEL LIGHT,7DRMY6fqPohP2ZYWAc0api,2021-06-18,26,150794,0.368,0.988,0.0477,0.925,0.226,0.16,-24.182,0.052000000000000005,124.95299999999999,3,3,calm
199,Ain't Shit,Planet Her,Doja Cat,5lAnYvAIkSDNXqfo7DyFUm,2021-06-25,80,174253,0.855,0.506,0.488,0.0,0.34700000000000003,0.619,-4.601,0.20800000000000002,124.09700000000001,3,4,angry
628,if depression gets the best of me,if depression gets the best of me,Zevia,4DQbdFeGbTFe1SBCcbuhyV,2021-05-21,0,188000,0.39,0.736,0.371,0.0,0.0935,0.221,-8.365,0.0403,118.775,0,4,depress
788,Remembrance,Remembrance,Matteo Myderwyk,3Qksf0uWb2qtioyHG4e383,2021-05-28,37,202560,0.273,0.993,0.0189,0.885,0.10300000000000001,0.147,-29.594,0.0415,179.438,3,3,calm
760,i need to be,a place I need to be,Wouter Dewit,5ckfLQ0r6axIBbv0q8t9LJ,2021-11-05,23,278880,0.48700000000000004,0.995,0.00234,0.9359999999999999,0.106,0.359,-25.807,0.0703,103.28399999999999,7,4,calm
72,If You Want My Love,Confetti,Little Mix,7DAR0pwM2Mtv4ThgAbnvdI,2020-11-05,0,160506,0.307,0.0567,0.6659999999999999,0.0,0.0677,0.209,-4.6819999999999995,0.0613,202.636,7,4,angry
486,Mind Is A Prison,These Two Windows,Alec Benjamin,2hGQDYmjkwTS0J7Q2bM2sF,2020-05-29,65,161697,0.6559999999999999,0.504,0.645,0.0,0.18,0.669,-5.442,0.0397,75.473,5,4,depress
121,Power,Witness (Deluxe),Katy Perry,6Bat8YJaSEVzWwYFHqgqep,2017-06-09,43,226466,0.5589999999999999,0.0364,0.61,1.05e-06,0.0779,0.376,-4.717,0.0927,142.14600000000002,5,4,angry
619,mad woman,folklore,Taylor Swift,2QDyYdZyhlP2fp79KZX8Bi,2020-07-24,68,237258,0.5920000000000001,0.655,0.6990000000000001,1.6800000000000002e-05,0.114,0.506,-8.995,0.0471,141.916,3,4,depress
574,Breathe Me,Almost Bedtime,Various Artists,7MvoZ4EHTrzPrCfmDddcDg,2020-07-17,11,274933,0.544,0.0341,0.63,0.579,0.0961,0.20199999999999999,-7.523,0.0335,120.066,0,4,depress
536,Ogni Istante,Ogni Istante / Yours To Keep,Elisa,7DbwaOcc6LclsWW5TX7W7s,2017-09-22,44,226027,0.324,0.00995,0.841,0.0,0.115,0.321,-3.5589999999999997,0.11900000000000001,97.977,1,4,depress
369,We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,1diS6nkxMQc3wwC4G1j0bh,2021-02-11,78,165506,0.722,0.0319,0.588,0.0,0.183,0.59,-5.932,0.0544,134.01,6,4,happy
259,Silent Revolution,Silent Revolution,COMODO,1k3ticDrNJ4opgMKR4si1v,2022-09-23,29,268000,0.58,0.38799999999999996,0.42700000000000005,0.02,0.0442,0.516,-13.664000000000001,0.0267,131.076,9,4,happy
328,By Your Side (feat. Tom Grennan),By Your Side (feat. Tom Grennan),Calvin Harris,0vR2rIVORmgeKiGIgNT0fV,2021-06-04,75,189671,0.733,0.0514,0.96,0.00199,0.287,0.8109999999999999,-3.597,0.0295,124.01,7,4,happy
374,Feel Good Inc.,Demon Days,Gorillaz,0d28khcov6AiegSCpG5TuT,2005-05-23,85,222640,0.818,0.00836,0.705,0.00233,0.613,0.772,-6.678999999999999,0.177,138.559,6,4,happy
277,More Than Friends,More Than Friends,24kGoldn,7f6CYOMT6sXv35ZTJRtXtA,2021-12-17,61,174645,0.5920000000000001,0.0693,0.863,0.0,0.0835,0.716,-4.974,0.363,171.97099999999998,7,4,happy
499,Walking in the Wind,Made In The A.M. (Deluxe Edition),One Direction,1ZycJRpLOazlLcoFGxGROO,2015-11-13,68,202640,0.687,0.0829,0.447,0.0,0.0878,0.501,-6.586,0.0486,114.57799999999999,8,4,depress
767,Shooting Star,Shooting Star,Oscar Pascasio,0OAD9kDTZcMRdvly7rtvk0,2021-08-13,35,174482,0.27399999999999997,0.993,0.0937,0.929,0.102,0.341,-23.486,0.0446,179.833,2,4,calm
336,Only Wanna Be With You - Pokémon 25 Version,Only Wanna Be With You (Pokémon 25 Version),Post Malone,3SawmGBjjq8EOYZJV11cJm,2021-02-25,67,241360,0.47,0.00124,0.7090000000000001,0.00121,0.302,0.247,-4.563,0.0299,98.036,7,4,happy
88,Liar - Single Version,Liar,Davina Michelle,35PLIvgitn0IviuJJr4jlK,2020-11-20,40,241026,0.473,0.0757,0.546,0.0,0.139,0.147,-7.519,0.0373,74.964,3,4,angry
746,Unbridled,Unbridled,Counting Waves,6rNK7y7Udb8AGPYKw7fEuD,2021-12-10,30,129108,0.529,0.9940000000000001,0.0335,0.946,0.111,0.519,-23.162,0.0598,129.115,2,3,calm
312,OK Not To Be OK,OK Not To Be OK,Marshmello,0zzVTGyRrWpQu8Fr28NRAv,2020-09-10,76,159862,0.743,0.0172,0.8370000000000001,0.0,0.0743,0.263,-5.025,0.0649,103.072,1,4,happy
69,Dark Horse,PRISM (Deluxe),Katy Perry,5jrdCoLpJSvHHorevXBATy,2013-10-18,76,215672,0.645,0.00314,0.585,0.0,0.165,0.353,-6.122000000000001,0.0513,131.931,6,4,angry
143,That's Not My Name,We Started Nothing,The Ting Tings,1gt1fWqUZOUgT2kTArAw4E,2008-05-16,53,310573,0.755,0.0451,0.9009999999999999,0.0373,0.363,0.9590000000000001,-3.1519999999999997,0.0893,145.042,9,4,angry
539,Another Empty Bottle,Katy Mac Throwbacks,Katy McAllister,0RJmnZ23Usaa07LPUe4mGb,2012-02-01,46,228919,0.561,0.917,0.252,0.0,0.106,0.34600000000000003,-9.448,0.0345,144.226,7,5,depress
219,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",TROLLS (Original Motion Picture Soundtrack),Trolls,1WkMMavIMc4JZ8cfMmxHkI,2016-09-23,74,237546,0.669,0.0106,0.8320000000000001,0.0,0.0968,0.7,-5.721,0.0682,113.035,0,4,happy
390,Honey In The Summer,Honey In The Summer,PUBLIC,69KERH8EU5P2VwxWlmOVcU,2020-05-08,54,200000,0.784,0.0192,0.589,8.35e-05,0.221,0.725,-7.546,0.0378,114.066,8,4,happy
214,Clap Your Hands,Clap Your Hands,Kungs,7g7OshelYRRnOSEMmisJVI,2022-02-18,75,189880,0.878,0.0507,0.875,3.4200000000000005e-05,0.35600000000000004,0.84,-4.923,0.0658,124.006,1,4,happy
758,Making Memories,Making Memories,HRDY,4iYBDkRuzjdYCrzS3f80Ib,2021-11-05,28,125898,0.373,0.9940000000000001,0.15,0.905,0.0945,0.47600000000000003,-21.631,0.0382,71.62899999999999,7,4,calm
94,Umbrella,Good Girl Gone Bad: Reloaded,Rihanna,49FYlytm3dAAraYgpoJZux,2008-06-02,83,275986,0.583,0.00864,0.8290000000000001,0.0,0.0426,0.575,-4.603,0.134,174.028,1,4,angry
188,vicious,vicious,Tate McRae,7nIPkUEV3HYE7yzXHvGOVB,2020-06-19,56,182929,0.728,0.0367,0.7240000000000001,1.87e-06,0.11599999999999999,0.483,-5.7829999999999995,0.077,156.227,5,4,angry
163,Tell Your Girlfriend,Therapy,Anne-Marie,0Kryggxs2gZqnkujFYEH1D,2021-07-23,46,134893,0.747,0.175,0.536,0.0,0.0423,0.82,-5.5360000000000005,0.0798,95.48899999999999,5,4,angry
78,Take Your Man,Take Your Man,Mahogany Lox,1CF5kzz5XDBAL24wtVyyTJ,2019-10-18,56,117362,0.934,0.41100000000000003,0.6579999999999999,0.0007379999999999999,0.0809,0.344,-8.052,0.10800000000000001,110.015,0,4,angry
247,Skate,Skate,Bruno Mars,2sXf2JdbB2GlNju00kw9WE,2021-07-30,9,203122,0.708,0.037000000000000005,0.598,0.0,0.17,0.698,-8.365,0.0291,112.027,5,4,happy
780,Stay,Stay,Pieter Savenberg,63cLmM2GSwybfnPxyWF2Vg,2021-07-30,43,136791,0.442,0.995,0.0189,0.917,0.11900000000000001,0.172,-26.246,0.0503,73.515,8,3,calm
338,Love Story (Taylor’s Version),Love Story (Taylor’s Version),Taylor Swift,3CeCwYWvdfXbZLXFhBrbnf,2021-02-12,75,235766,0.626,0.135,0.79,3.97e-06,0.0989,0.41600000000000004,-4.302,0.0311,119.08200000000001,2,4,happy
676,Louise,Louise,James Homard,1bMKxh87hAfUf4IIsCcZJJ,2022-07-22,37,165152,0.289,0.99,0.0275,0.872,0.11900000000000001,0.385,-26.299,0.0339,76.402,0,4,calm
439,Everything's Good,Everything's Good,Phil Good,2LIPW0iUWjLTuOCnWRn840,2020-05-29,56,183150,0.878,0.49700000000000005,0.777,1.91e-05,0.139,0.968,-4.2410000000000005,0.0503,123.976,8,4,happy
40,Boss Bitch,Boss Bitch,Doja Cat,78qd8dvwea0Gosb6Fe6j3k,2020-01-23,79,134239,0.7070000000000001,0.127,0.955,0.0,0.20199999999999999,0.575,-4.593,0.222,125.98899999999999,10,4,angry
204,10 Things I Hate About You,10 Things I Hate About You,Leah Kate,6Jkm5kUldvIqxzI1Pa7nXH,2022-03-23,82,157138,0.544,0.009909999999999999,0.7859999999999999,0.0,0.16899999999999998,0.446,-2.97,0.0501,153.967,8,4,angry
381,Out of My League,More Than Just a Dream,Fitz and The Tantrums,2Z5wXgysowvzl0nKGNGU0t,2013-05-07,72,209386,0.545,0.0387,0.968,0.00325,0.331,0.527,-3.553,0.0853,169.965,9,4,happy
662,L'été du Cœur - Ombres de Violet - on Upright Piano,L'été du Cœur,Coen Molenaar,3kkorb00JTkVMnpyGz0QMq,2022-08-19,31,158275,0.365,0.993,0.0546,0.9259999999999999,0.10400000000000001,0.163,-22.936,0.0434,205.793,10,3,calm
622,Some Nights,Some Nights,fun.,6t6oULCRS6hnI7rm0h5gwl,2012-02-21,71,277040,0.672,0.0178,0.738,6.75e-05,0.0927,0.392,-7.045,0.0506,107.93799999999999,0,4,depress
361,Lisztomania,Wolfgang Amadeus Phoenix,Phoenix,7zkDEBSxkcBVsStS4qBFpK,2009,65,241546,0.635,0.0349,0.7859999999999999,0.007670000000000001,0.49700000000000005,0.305,-6.46,0.0377,97.54,0,4,happy
422,Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),Calvin Harris,5itOtNx0WxtJmi1TQ3RuRd,2019-01-11,73,229184,0.807,0.016,0.887,0.000503,0.0811,0.606,-4.311,0.0361,122.015,1,4,happy
438,Feel Good,Feel Good,Saint Motel,7r8JDlUEYeIqBg6dLBIb8P,2021-03-12,42,199440,0.655,0.00403,0.767,0.0,0.287,0.5820000000000001,-4.537,0.0481,120.044,11,4,happy
331,Lost My Anchor,Lost My Anchor,Waverland,6038ZERVKZ3zYzFsIHJ2QM,2022-08-19,17,184007,0.833,0.251,0.619,2.11e-06,0.193,0.66,-6.375,0.0393,131.005,10,4,happy
528,Battle Symphony,One More Light,Linkin Park,3FQCJI2t5LTbsRPfYVBSVB,2017-05-19,64,216281,0.653,0.0369,0.8390000000000001,0.0,0.068,0.669,-5.077,0.0685,149.034,10,4,depress
551,Home,Perfect - EP,One Direction,0uZzdkuzJEjFzaRR2HQ5mj,2015-10-22,0,194906,0.42,0.0115,0.867,0.0,0.0851,0.628,-5.397,0.0859,78.814,9,4,depress
704,Shimmer,Shimmer,Annelie,4x1gLAQRMEBO0es7lwt8wp,2022-04-22,36,213840,0.253,0.987,0.017,0.903,0.0789,0.0874,-28.195999999999998,0.046,72.34,6,4,calm
617,Remind Me to Forget,Remind Me to Forget,Kygo,5sIx4BlfYGuZeSLF40N9GH,2018-03-16,67,217286,0.685,0.193,0.508,0.0,0.139,0.315,-6.4,0.0987,99.06299999999999,0,4,depress
433,Saturday,Scaled And Icy,Twenty One Pilots,60dwJ8dnqZ4WrIdiu7LkNR,2021-05-21,69,172232,0.687,0.00396,0.89,0.0009390000000000001,0.0436,0.8540000000000001,-5.99,0.0344,113.06,8,4,happy
522,Fearless,Walls,Louis Tomlinson,1yEqyvgLgjS4v5GriAevCh,2020-01-31,61,184626,0.5589999999999999,0.24600000000000002,0.5920000000000001,0.0,0.37799999999999995,0.359,-6.481,0.0323,147.931,9,4,depress
508,Wake Me Up,True,Avicii,4h8VwCb1MTGoLKueQ1WgbD,2013-09-13,6,247426,0.532,0.0038,0.7829999999999999,0.0012,0.161,0.643,-5.697,0.0523,124.08,2,4,depress
706,Like Daughters Do,Like Daughters Do,Tjeerd Oosterhuis,7oOjiWL2s2NLV1O6XQCpEp,2022-06-10,41,146678,0.418,0.992,0.0438,0.8909999999999999,0.0827,0.161,-24.381999999999998,0.0382,121.15299999999999,9,4,calm
432,The Liquor On Your Lips,Treasures In The Valley,The Connecting Dots,2nR9b2pv6myk5pPYdo9PcV,2022-09-23,23,245500,0.675,0.345,0.649,0.158,0.149,0.0894,-7.48,0.0309,113.036,7,4,happy
776,Horizon,Solo (2*),Ton Snijders,0Yf8wXwMURfQflu7obNHjp,2021-09-03,22,182706,0.298,0.993,0.051,0.915,0.122,0.0873,-22.358,0.0664,67.812,0,3,calm
140,Give It Up (feat. Elizabeth Gillies & Ariana Grande),Victorious: Music From The Hit TV Show (feat. Victoria Justice),Victorious Cast,4sqQci4nqA37mA5tcHJnfo,2010,46,165146,0.758,0.0949,0.9440000000000001,6.49e-06,0.402,0.696,-1.541,0.0696,119.97,2,4,angry
482,Thank God,Self Portrait,Sasha Alex Sloan,377VZxggrGqZGSpQaTt6l2,2019-10-18,47,202293,0.5920000000000001,0.8009999999999999,0.237,0.000246,0.0928,0.212,-9.06,0.042,185.658,11,3,depress
556,Best I Can,Vices And Virtues,Art Of Dying,03h0HCkZ4LLwDJtnBuRBOk,2011-03-18,49,303066,0.624,0.0224,0.8170000000000001,0.0,0.0998,0.605,-4.611000000000001,0.0257,96.021,11,4,depress
520,Different World (feat. CORSAK),Different World,Alan Walker,4heFQCyiW0RUEX1Q1lb008,2018-12-14,63,202906,0.602,0.0638,0.752,0.0,0.13,0.331,-4.931,0.0361,130.037,7,4,depress
772,Misericordia,Misericordia,Jøsefine,1FmjwR1Ot1PuJDOjaXAKjw,2021-07-15,23,112500,0.293,0.993,0.0076,0.879,0.0964,0.0748,-27.155,0.0321,92.905,6,4,calm
340,Glitterball,Glitterball,Chargr,1x3gATiqRw7dbVYW79BgEm,2022-07-29,22,192000,0.6890000000000001,0.0787,0.474,0.0013,0.271,0.8029999999999999,-7.574,0.0292,109.999,11,4,happy
480,smiling when i die,Self Portrait,Sasha Alex Sloan,175y20xw677gwBNO4HKBNw,2019-10-18,37,206386,0.6970000000000001,0.8340000000000001,0.413,0.00179,0.105,0.264,-10.59,0.16899999999999998,92.90799999999999,0,4,depress
401,Call Me Maybe,Kiss,Carly Rae Jepsen,20I6sIOMTCkB6w7ryavxtO,2012-01-01,80,193400,0.7829999999999999,0.0114,0.58,2.28e-06,0.10800000000000001,0.66,-6.547999999999999,0.0408,120.021,7,4,happy
708,Garden Walk,Garden Walk,Ibor Gustafson,5olpb1vd4FIyX6h7Qc9lDJ,2022-03-11,27,191199,0.599,0.9940000000000001,0.0361,0.937,0.105,0.10099999999999999,-22.92,0.0654,62.211000000000006,1,4,calm
181,Cut You Off,Between Us (Deluxe Version),Little Mix,6NmigMZ7Yb0BLgc20LW7ui,2021-11-12,53,173653,0.71,0.0432,0.757,0.0,0.0513,0.648,-3.845,0.12300000000000001,115.042,0,4,angry
278,BLESSED,BLESSED,Deazy,2W5NGtuMKSHnrXqNeu5eqa,2020-08-06,15,157011,0.8370000000000001,0.0402,0.462,0.0,0.32799999999999996,0.953,-11.885,0.312,85.007,11,4,happy
172,Ciao Adios,Speak Your Mind (Deluxe),Anne-Marie,01BC4Xj5tfsfV8DLDrma7q,2018-04-27,65,199773,0.6940000000000001,0.136,0.853,0.0,0.322,0.501,-3.986,0.0934,106.098,7,4,angry
239,Somebody You Like,BREATHE,Felix Jaehn,43IcAhi0JNBOSqMuHonWQx,2021-10-01,58,152744,0.682,0.217,0.8220000000000001,0.00148,0.12,0.595,-4.422,0.0399,120.02,5,4,happy
651,Prélude,Veluwe Suite,Matteo Myderwyk,5eUYpuukNIJ9Q7e6X0bX7I,2022-08-19,43,153000,0.46,0.985,0.0628,0.9109999999999999,0.107,0.0522,-20.199,0.0352,65.46300000000001,2,3,calm
494,Only You,13 Reasons Why (A Netflix Original Series Score),Brendan Angelides,6OKKfwf75kQ4veyLktYV7F,2017-03-30,56,184080,0.312,0.5920000000000001,0.498,3.24e-05,0.126,0.215,-9.895,0.0289,96.62700000000001,9,4,depress
308,Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,3E7dfMvvCLUddWissuqMwr,2009-01-01,80,202066,0.652,0.00112,0.698,0.00011499999999999999,0.0886,0.47,-4.667,0.042,96.021,10,4,happy
87,Joan of Arc,LM5 (Deluxe),Little Mix,1nIfDGW6LmzWwrx1cAX5ts,2018-11-16,55,191760,0.8140000000000001,0.0021100000000000003,0.627,0.00124,0.0607,0.603,-3.2939999999999996,0.0499,100.01899999999999,8,4,angry
352,Three Little Birds,Exodus (Deluxe Edition),Bob Marley & The Wailers,6A9mKXlFRPMPem6ygQSt7z,1977-06-03,42,180266,0.8140000000000001,0.0111,0.48200000000000004,1.57e-06,0.0476,0.615,-10.493,0.0588,148.404,9,4,happy
244,Heat Waves,Dreamland (+ Bonus Levels),Glass Animals,02MWAaffLxlfxAUY7c5dvx,2020-08-06,89,238805,0.7609999999999999,0.44,0.525,6.7e-06,0.0921,0.531,-6.9,0.0944,80.87,11,4,happy
502,Strong,Midnight Memories (Deluxe),One Direction,3cKM7UXBZmgjEgEBTkaIlU,2013-11-25,74,184373,0.741,0.0608,0.6629999999999999,0.0,0.0931,0.33799999999999997,-7.308,0.0434,115.01299999999999,0,4,depress
597,Walk Alone (feat. Tom Walker),Walk Alone (feat. Tom Walker),Rudimental,0ySwEFQoOhVaGBky9iCdFJ,2018-10-26,47,205408,0.5760000000000001,0.156,0.7190000000000001,0.0,0.305,0.545,-5.162999999999999,0.0397,94.921,11,4,depress
14,I Kissed A Girl,One Of The Boys,Katy Perry,005lwxGU1tms6HGELIcUv9,2008-06-17,71,179640,0.6990000000000001,0.00223,0.76,0.0,0.132,0.696,-3.173,0.0677,129.996,5,4,angry
712,Fragilidades,Fragilidades,Eduardo Gutiérrez,5nyd4WrUx1MskeakskoKyj,2022-04-22,34,171307,0.39,0.991,0.0582,0.9079999999999999,0.15,0.0898,-27.94,0.0521,79.97800000000001,7,4,calm
170,Too Good,Views,Drake,3BtuIIrQlkujKPuWF2B85z,2016-05-06,75,263373,0.794,0.0489,0.653,4.88e-05,0.1,0.397,-7.8389999999999995,0.10400000000000001,117.99600000000001,7,4,angry
35,Freak,Glory Days (Expanded Edition),Little Mix,7zOpDXHifG4AWzzEQlWocQ,2016-11-18,46,216946,0.693,0.0112,0.872,0.0,0.0327,0.626,-4.127,0.17,124.984,8,4,angry
500,I Want to Write You a Song,Made In The A.M. (Deluxe Edition),One Direction,608R6FvRtAqf2dvgKMzebP,2015-11-13,64,179013,0.7140000000000001,0.779,0.44299999999999995,0.000109,0.14400000000000002,0.46299999999999997,-7.638,0.0256,106.038,5,4,depress
749,Winter Waltz - The Music Box Version,Winter Waltz (The Music Box Version),Stephan Moccio,0lGn05X9RV85xYmAm1rqPv,2021-12-10,28,167146,0.379,0.988,0.0192,0.958,0.11,0.125,-29.605,0.0364,126.031,10,3,calm
320,Shake It Off,1989 (Deluxe),Taylor Swift,0cqRj7pUJDkTCEsJkx8snD,2014-01-01,82,219200,0.647,0.0647,0.8,0.0,0.33399999999999996,0.9420000000000001,-5.3839999999999995,0.165,160.078,7,4,happy
426,survivin',survivin',Bastille,1lwvJQGhdq6Kyr4BBquf23,2020-09-22,59,173206,0.787,0.25,0.78,0.0,0.0908,0.68,-5.023,0.129,95.035,7,4,happy
134,Hair (feat. Sean Paul),Get Weird (Expanded Edition),Little Mix,28STRBEo3Gp4EthtSk4MGW,2015-11-06,61,235127,0.713,0.00628,0.8009999999999999,1.5e-06,0.825,0.727,-5.781000000000001,0.0483,153.984,7,4,angry
339,September,The Eternal Dance,"Earth, Wind & Fire",5nNmj1cLH3r4aA4XDJ2bgY,1992-09-08,2,214826,0.6970000000000001,0.114,0.809,0.000521,0.183,0.98,-8.197000000000001,0.0302,125.941,9,4,happy
586,Sing Me to Sleep,Different World,Alan Walker,1tfVpMI8G6EakZU4rEja4w,2018-12-14,66,187800,0.474,0.0129,0.622,3.82e-06,0.327,0.158,-6.381,0.061,176.062,4,4,depress
327,Cheap Thrills,This Is Acting,Sia,27SdWb2rFzO6GWiYDBTD9j,2016-01-29,78,211666,0.628,0.0472,0.698,0.00143,0.0907,0.732,-5.608,0.105,89.976,6,4,happy
514,The End of Everything,THE END OF EVERYTHING,Noah Cyrus,3Svynwi8VIgkDKQQiEPYCB,2020-05-15,48,175683,0.547,0.821,0.408,2.7300000000000003e-05,0.10300000000000001,0.115,-11.195,0.068,138.57399999999998,0,4,depress
561,Antidote,Antidote,Faith Marie,3CqMuOh8kuc4hrHZrvuDBc,2016-08-04,50,300631,0.489,0.953,0.127,1.39e-06,0.0736,0.175,-12.14,0.0554,127.57700000000001,9,4,depress
535,Heaven Can Wait,Smile Kid,We The Kings,0ZRvlTqhyYdAbN1UczXXBT,2009-01-01,37,210933,0.47,0.00010400000000000001,0.79,0.0,0.23,0.503,-5.01,0.0351,150.06799999999998,7,4,depress
34,F.U.,Glory Days (Expanded Edition),Little Mix,33dY25vtBFUZ6m948fb3eK,2016-11-18,52,238720,0.62,0.5770000000000001,0.8079999999999999,0.0,0.0971,0.475,-3.555,0.0481,97.01100000000001,2,3,angry
192,This Could Be Us,SremmLife,Rae Sremmurd,4jTiyLlOJVJj3mCr7yfPQD,2015-01-06,79,206306,0.732,0.29100000000000004,0.69,0.0,0.11599999999999999,0.758,-4.992,0.134,143.072,0,4,angry
564,My Immortal,Fallen,Evanescence,4UzVcXufOhGUwF56HT7b8M,2003-03-04,75,262533,0.19,0.863,0.265,0.0,0.134,0.10099999999999999,-9.206,0.0356,79.012,9,4,depress
456,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,6f5ExP43esnvdKPddwKXJH,2021-09-24,83,160656,0.7170000000000001,0.0018,0.6709999999999999,2.54e-06,0.0921,0.6990000000000001,-5.077,0.0337,110.054,0,4,happy
397,If I Ever Feel Better,United,Phoenix,3AA8xNhDC0MpqwkGX3EP5V,2000-03-06,65,266600,0.755,0.0492,0.5529999999999999,0.00607,0.0646,0.836,-9.449,0.107,119.7,6,4,happy
638,WTF,WTF,Sasha Alex Sloan,7mYrw8DN9vDg1c5qqpDboC,2022-03-18,51,182773,0.63,0.152,0.7809999999999999,0.00024700000000000004,0.289,0.188,-7.819,0.0406,100.052,1,4,depress
127,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,06KyNuuMOX1ROXRhj787tj,2016-01-29,82,217706,0.728,0.621,0.563,0.0,0.179,0.35200000000000004,-8.052999999999999,0.134,100.01700000000001,1,4,angry
783,Silent Afternoon,Silent Afternoon,Jan Groenteman,3cnnDbQBpn2BtL49oRKqzN,2019,29,109979,0.5479999999999999,0.993,0.0747,0.9590000000000001,0.111,0.114,-18.977,0.0725,69.471,11,4,calm
286,Pepas,La 167,Farruko,2B4GHvToeLTOBB4QLzW3Ni,2021-10-01,75,287120,0.762,0.0077599999999999995,0.7659999999999999,6.979999999999999e-05,0.128,0.442,-3.955,0.0343,130.001,7,4,happy
196,Left Outside Alone,Anastacia,Anastacia,3xl7PsO7Hzuig6To9FgDm6,2004,66,257426,0.6629999999999999,0.0697,0.746,0.0,0.0929,0.325,-3.5669999999999997,0.0321,102.84700000000001,2,4,angry
115,I Will Survive - Single Version,Hits Of The 70's,Various Artists,0rwmxAht1fk7QuSiCmIhGV,1993-01-01,44,198600,0.8009999999999999,0.0173,0.623,0.00811,0.32299999999999995,0.6409999999999999,-13.445,0.0508,116.426,9,4,angry
524,Only the Brave,Walls,Louis Tomlinson,7A7RygcHdNH0iJHgwteajF,2020-01-31,64,106466,0.46299999999999997,0.301,0.48100000000000004,0.0,0.247,0.652,-6.691,0.0293,79.05199999999999,3,4,depress
484,Outrunning Karma,Narrated For You,Alec Benjamin,2W0AJEbIC2vdZTV2nVSAsg,2018-11-16,67,188850,0.41600000000000004,0.655,0.649,2.82e-06,0.12,0.474,-5.271,0.0385,112.48200000000001,11,3,depress
446,Little Secrets,Manners,Passion Pit,3kb38wezoUA8ki5jPYy3t5,2009,59,238973,0.597,0.00345,0.7859999999999999,0.0,0.0909,0.6659999999999999,-4.248,0.0419,99.88799999999999,5,4,happy
45,"You Need Me, I Don't Need You",+,Ed Sheeran,5KL4iZkCTZyXl7KnHgfVDj,2011-09-09,64,220413,0.7490000000000001,0.162,0.8370000000000001,0.0,0.525,0.927,-8.837,0.0512,103.48299999999999,7,4,angry
96,Mother's Daughter,SHE IS COMING,Miley Cyrus,2WyRfGeHo97VC5mP1BBSzr,2019-05-31,48,219080,0.6809999999999999,0.00464,0.865,0.0016899999999999999,0.149,0.528,-4.132,0.0594,91.01700000000001,1,4,angry
250,Dancing Feet (feat. DNCE),Dancing Feet (feat. DNCE),Kygo,4RAR8g8fZNB106ezUurnE0,2022-02-25,80,215203,0.75,0.293,0.797,0.0,0.392,0.523,-4.8260000000000005,0.11800000000000001,105.949,0,4,happy
623,Fall,YOU,James Arthur,4rhv5nnyAdhjvqRB8s9xr7,2019-10-18,52,222426,0.235,0.831,0.434,1.18e-06,0.168,0.23199999999999998,-8.245,0.032,82.67,4,4,depress
